id,ra,dec,hi_size,line_flux_integral,central_freq,pa,i,w20
0,179.83114624023438,-29.957319259643555,4.121563267785083,13.025236912711838,1144978816.0,24.729705810546875,33.38994216918945,72.42348840905487
1,179.8946533203125,-29.77577018737793,5.314806884495982,13.57298151238425,1146846208.0,113.4471435546875,13.821653366088867,96.73189791288976
2,179.9117889404297,-29.84980010986328,6.9209758186567285,12.566573825095778,1127221120.0,196.2392578125,82.02716064453125,172.02597325549743
3,179.8568572998047,-30.17133140563965,7.254245704136686,12.729882353245294,1121862400.0,358.6538391113281,40.18212890625,276.9136147223722
4,180.12208557128906,-30.06011390686035,6.235719582867759,12.854333862794462,1120956672.0,288.5220031738281,41.221435546875,159.35241443402558
5,180.0287322998047,-29.92929077148437,8.124978188545182,15.10981286202176,1136931200.0,224.11801147460935,25.411840438842773,269.6075309026007
6,179.74891662597656,-29.757030487060547,7.791154260771764,13.16351135321375,1121751808.0,73.14087677001953,33.751312255859375,348.65765675478536
7,179.81285095214844,-30.150066375732425,6.171059892328567,16.705116712370195,1144872704.0,163.80091857910156,60.107200622558594,232.0852825355387
8,180.2106475830078,-30.02061462402344,8.619504350250669,17.55669542872995,1146355712.0,52.06626892089844,32.45255279541016,340.51715900214685
9,179.7931365966797,-30.237611770629883,6.172866345674784,13.321126662773034,1117655296.0,229.6370849609375,66.79750061035156,211.65216445791103
10,179.9687042236328,-30.13579559326172,6.374170561125221,13.189978604802809,1116278016.0,121.21696472167967,50.32927703857422,187.45062637938616
11,179.80653381347656,-29.99172019958496,6.338555752785638,14.270110401739236,1122229376.0,308.3143005371094,71.0294418334961,218.9442617904707
12,179.81759643554688,-30.17827606201172,4.390454511870543,13.504952662284424,1116084224.0,60.143798828125,47.6630744934082,127.12204693944392
13,179.7829132080078,-30.15205192565918,5.151133441764286,17.196935980888966,1140251392.0,278.79327392578125,82.60319519042969,235.3420288104421
14,179.82440185546875,-29.822240829467773,7.749770158505254,14.492639087272314,1121896960.0,2.318206787109375,39.59049987792969,282.39545173358243
15,179.80569458007812,-29.9289493560791,6.950427638598101,14.66769806497222,1122064512.0,27.945098876953125,68.32843780517578,331.9352629613286
16,179.90919494628906,-29.96908950805664,5.812301102317866,14.675487621435902,1120204416.0,339.6634521484375,21.341073989868164,155.58656642161898
17,180.21478271484372,-30.02764129638672,6.949681587987608,17.263131090279682,1136270208.0,17.412567138671875,73.11769104003906,180.17576722296607
18,180.14271545410156,-29.77483940124512,8.176376426119605,15.46380978391486,1123728896.0,133.91183471679688,63.97943115234375,182.8018147825282
19,180.1509704589844,-29.78620147705078,4.806780254412597,15.6761467465847,1123885056.0,194.318603515625,42.49727249145508,170.7417148796856
20,179.79722595214844,-30.01810646057129,7.220607252930893,15.81805902481956,1122262144.0,188.18902587890625,73.78413391113281,349.03258832626096
21,179.8359375,-30.00881576538086,6.9752968507197615,14.79473567746466,1114316416.0,87.39727783203125,79.21930694580078,211.38072511368648
22,179.72378540039062,-29.959970474243164,7.028296280535283,15.129711198706817,1114159872.0,28.54693603515625,66.39720153808594,233.3731273117777
23,180.0720977783203,-30.10040283203125,8.894690586273745,17.393149752146307,1126887552.0,208.79232788085935,23.53511428833008,266.4605659220876
24,179.9955596923828,-30.14251136779785,7.045258786525802,16.255998087135573,1119722368.0,289.7994384765625,39.365821838378906,163.42568737069473
25,179.73590087890625,-29.82888984680176,8.377967143637235,17.493849450838248,1124640000.0,138.2064666748047,75.5413818359375,353.7310703883404
26,179.93878173828125,-29.884740829467773,7.486956096022802,17.960043539797198,1127046784.0,337.6483154296875,64.06500244140625,231.80609057992808
27,180.1483459472656,-29.834760665893555,8.789912957322644,18.0216943282592,1126775936.0,276.2248840332031,61.82640075683594,185.02796284445327
28,179.9665069580078,-29.861740112304688,7.403311482984182,16.14579628488873,1114550784.0,311.2313537597656,74.73075103759766,358.8452889125761
29,179.83963012695312,-30.183433532714844,7.297300210668556,16.375862758018616,1115645056.0,294.8790588378906,60.59772109985352,225.716680927406
30,180.24864196777344,-29.90509986877441,8.166531384619477,22.689860463493638,1146671232.0,62.6573486328125,89.4210433959961,220.85876534042015
31,180.0363006591797,-29.7864990234375,7.949823330145128,17.519719430412554,1119625984.0,110.76716613769533,88.5247802734375,194.8639488865517
32,180.2022247314453,-29.757179260253903,5.6067911563764055,23.09441747829746,1147341824.0,94.22432708740234,32.07651901245117,141.21035810412968
33,180.25433349609372,-29.87944984436035,8.834195313208353,19.0895776866734,1126982400.0,54.87052917480469,33.90354537963867,262.1170871330264
34,180.1004638671875,-29.81760025024414,8.06796804614743,17.668952856135423,1114098816.0,99.815673828125,88.59928894042969,197.8191950160982
35,179.8727569580078,-29.82883071899414,8.725820990040686,19.41319148153997,1121929856.0,188.1323699951172,89.29691314697266,195.6004344672373
36,180.2096710205078,-29.84034919738769,7.379809467935404,19.05043151926059,1119705472.0,231.64964294433597,72.13004302978516,237.89017361224032
37,180.18704223632807,-29.870269775390625,7.993291749208771,19.12245180439515,1119650816.0,332.7041320800781,68.09532928466797,355.67490375540376
38,179.82347106933594,-29.81884002685547,7.821235849345074,20.99892685628237,1126497920.0,305.24139404296875,71.90763854980469,192.30944573673077
39,180.1383819580078,-29.80256080627441,8.35877592440213,21.4845809915832,1127477888.0,225.0799102783203,67.97312927246094,358.9266370385291
40,180.08006286621094,-30.071969985961918,7.938109706717961,19.39572214548377,1116780928.0,301.64569091796875,66.04906463623047,245.85965869340504
41,180.15081787109372,-29.93041038513184,5.530231966120794,20.43852784207649,1121271808.0,194.9634704589844,39.48251724243164,173.03777862785816
42,180.1787872314453,-30.043132781982425,6.912141634162663,20.636154273569232,1120490752.0,11.88067626953125,29.1912784576416,224.2070441458488
43,179.9243621826172,-29.956010818481445,8.23118425141648,21.220461737092684,1121880192.0,215.19839477539065,59.91179275512695,235.43919934833804
44,179.84112548828125,-29.8015193939209,8.532768179355427,27.588376445075543,1146725888.0,107.80059814453124,48.690704345703125,328.794186165669
45,179.74346923828125,-29.796579360961918,6.999802406063277,20.489762216932213,1116152576.0,321.1546630859375,79.62759399414062,399.0179660940822
46,179.8227081298828,-30.22990608215332,9.388318247055842,20.775708098504392,1117577984.0,120.1018524169922,39.704246520996094,312.3302597714649
47,180.16964721679688,-29.83591079711914,7.285952057089067,23.45217642506389,1127188992.0,276.00506591796875,20.54780578613281,165.83727412574865
48,179.8743438720703,-29.888090133666992,5.783990213249219,22.352339242450768,1121689728.0,98.76486206054688,31.44188690185547,146.64654704702772
49,180.24929809570312,-29.905479431152344,8.463030733680576,22.112930423554047,1120485376.0,307.9666748046875,87.89303588867188,233.74090858434107
50,180.27682495117188,-29.8077392578125,7.553746918939999,22.64400571733261,1119653376.0,41.255889892578125,61.575340270996094,269.5199076178333
51,180.2464141845703,-29.772809982299805,5.8193973114210165,22.03540683326889,1114586624.0,237.31671142578125,36.78493881225586,169.13331901830222
52,180.22886657714844,-30.02144432067871,9.641328631303724,25.27889190071109,1126282240.0,270.2695007324219,57.891727447509766,382.1409948760171
53,179.84762573242188,-29.79857063293457,8.342007621191431,24.38033865420869,1121435520.0,297.5054626464844,74.01229095458984,254.151485852036
54,179.79222106933594,-29.90925025939941,8.317662735812068,32.00167065575596,1145549568.0,147.87091064453125,80.55786895751953,415.7493982851046
55,180.23800659179688,-29.887290954589844,8.120323705474709,26.822059719653687,1127128064.0,98.18902587890624,64.03273010253906,281.9964617267814
56,180.11630249023438,-30.171920776367188,7.628652210646245,25.99498815963572,1122938240.0,13.167633056640623,30.283981323242188,197.0418341090776
57,179.92747497558594,-30.110340118408203,6.1484236295240144,24.50772822359369,1114180992.0,265.6122436523437,37.96308135986328,178.2508078232391
58,180.09104919433594,-29.85968971252441,11.298515962608498,27.723158058620516,1126108544.0,95.11662292480467,25.732738494873047,324.829769219126
59,179.7552032470703,-29.847869873046875,6.303605638227069,26.684152171531785,1121779200.0,305.273681640625,50.04418563842773,196.4801345925708
60,179.90396118164062,-30.17814064025879,7.916420030742552,27.98059474855506,1123210880.0,305.8538818359375,34.26028060913086,223.1070171914565
61,179.89553833007812,-29.96571922302246,10.50886544531531,27.989419156732566,1122282624.0,301.2662353515625,88.28445434570312,213.68830212067405
62,179.82962036132812,-29.869579315185547,10.22985682559269,27.969197353170724,1122192128.0,177.98452758789062,55.00578689575195,382.6763677377253
63,179.77932739257812,-29.7574405670166,11.242482167443452,26.447539336904423,1115977216.0,66.4811019897461,14.0653657913208,187.84069637611935
64,180.10586547851562,-30.04183387756348,13.647816341502413,28.78099023275834,1122858368.0,227.7673492431641,57.667240142822266,373.4371577687636
65,179.9000701904297,-30.229644775390625,6.58003953334375,29.071721563333863,1122197504.0,255.08511352539065,52.17763900756836,206.35442238926345
66,179.89439392089844,-29.82887077331543,10.219375560858612,39.97558865346721,1147861888.0,349.8510437011719,68.6419448852539,260.81016702033804
67,179.76490783691406,-29.99102020263672,11.210801806494716,40.01895878200884,1145402624.0,208.2401123046875,63.05469512939453,353.0922681317207
68,179.82931518554688,-29.943340301513672,9.590246435853135,32.15938148035084,1122388096.0,98.84768676757812,74.40357971191406,271.8933962436107
69,180.1578063964844,-30.049346923828125,9.882210142393197,35.31689513802405,1131883136.0,125.31015014648438,76.00819396972656,273.9260163025111
70,179.7818145751953,-30.03029441833496,10.853259136508951,32.76514067867498,1123863168.0,266.7709655761719,89.75769805908203,224.97023178159807
71,179.74813842773438,-29.80565071105957,12.333583980501478,32.3248992963168,1121135488.0,48.31632995605469,22.91749763488769,306.79841987721585
72,179.77813720703125,-29.98789978027344,9.750062719766348,32.79111903758579,1122426240.0,137.22695922851562,42.96621322631836,330.5621687008098
73,180.2701110839844,-29.95974922180176,10.270462660948976,32.259543294197435,1119973888.0,38.59710693359375,89.04920196533203,256.84293053049925
74,179.7437744140625,-29.90080070495605,9.72028519586323,32.9711586722041,1121986432.0,351.2784118652344,75.92958068847656,275.7129902257359
75,179.84169006347656,-30.056446075439453,8.772775941459464,33.16440991813924,1122398720.0,129.09115600585938,21.799774169921875,192.6939117860993
76,180.20091247558597,-30.14837455749512,7.195295331925383,34.21732191172551,1121064704.0,95.85330963134766,39.05355072021485,194.71506420982084
77,179.9922637939453,-30.02762222290039,8.856652534001675,34.78388150103882,1122555008.0,323.7610778808594,31.639257431030277,220.05717117927497
78,179.97225952148438,-30.12986183166504,12.996197822277558,44.00001500365663,1141452928.0,71.23028564453125,80.58003234863281,433.6313698322237
79,180.06541442871094,-29.9566707611084,13.024135199796346,46.42391223923617,1145615104.0,177.60601806640625,84.17582702636719,227.5151776174704
80,180.2292633056641,-30.238752365112305,16.686814812276772,45.88860694129954,1142635648.0,334.0104675292969,58.64608001708984,403.2740530174893
81,179.81967163085938,-29.833620071411133,9.414061851944275,38.01835010833711,1121925376.0,0.397918701171875,26.141502380371094,235.1386395450618
82,179.792724609375,-29.950279235839844,12.30521335302259,38.064661513432334,1121750784.0,330.7130126953125,85.97032165527344,230.2469162287431
83,179.75094604492188,-29.8724308013916,10.508578255107276,38.428906291462646,1122062720.0,180.6202087402344,74.9875717163086,285.01487999497107
84,179.77163696289062,-29.92691993713379,9.588029718503984,39.67490412516623,1123757440.0,298.0322265625,33.8042106628418,296.96295383728824
85,179.73081970214844,-29.869319915771484,11.884644616982923,36.56871893544035,1115179008.0,156.38214111328125,58.6944694519043,433.1307697958241
86,180.1719665527344,-30.13109016418457,9.618270205115168,39.024631603387775,1117602432.0,43.94197082519531,22.47562789916992,208.51740766682047
87,180.17071533203125,-30.16710662841797,5.03772949568983,44.51442615799753,1127180928.0,310.61260986328125,44.33228302001953,169.1397291875209
88,180.16136169433597,-29.956729888916016,10.723021050128452,42.62474695860223,1115313920.0,12.470001220703123,78.70626068115234,414.4558863628508
89,179.82582092285156,-29.927780151367188,10.436073663290168,46.58940916094931,1122256000.0,87.56000518798828,16.184993743896484,159.9179217753501
90,179.88482666015625,-29.86845970153809,8.203432322220957,43.56952938339394,1114676736.0,265.0964050292969,50.59405517578125,227.0223827100224
91,179.87510681152344,-29.837013244628903,13.92979843034962,48.50878494110846,1121562752.0,290.31121826171875,88.87934112548828,244.985610870913
92,179.89053344726562,-30.237213134765625,5.288065741081172,47.57586703384768,1119416960.0,243.158935546875,43.88022613525391,173.76842170101148
93,180.0783233642578,-29.75584983825684,9.609797502033,46.90950484139714,1114604928.0,3.2541046142578125,63.81481170654297,262.49158490061654
94,179.90977478027344,-29.99329376220703,18.8511747088478,56.261425226481975,1132935168.0,187.3212738037109,53.79928207397461,410.4486259144456
95,180.2524261474609,-29.942279815673828,11.611820368814554,50.90614677585569,1121108352.0,202.95611572265625,75.94306945800781,422.45692359240894
96,179.7984619140625,-30.010887145996094,5.484587522806445,51.70808331252688,1122601088.0,330.483154296875,50.74030685424805,195.61985618627307
97,180.1180419921875,-29.87523078918457,7.797108256997614,50.58224872432889,1119949184.0,190.109130859375,62.041011810302734,221.2084206702588
98,179.71743774414062,-29.769460678100582,10.266234265386451,56.74044832827148,1131089920.0,73.06380462646484,63.19943618774414,263.0886102922715
99,180.21885681152344,-30.026552200317383,12.53076180855428,54.42785944839433,1126431872.0,66.88021850585938,48.70499038696289,408.1947363637681
100,180.0442352294922,-30.20195960998535,11.9215841473466,65.01507208148772,1142022912.0,91.1025848388672,31.53964233398437,301.86859128308345
101,179.97097778320312,-30.00110626220703,13.05839912578584,60.93648830944832,1135195392.0,240.47708129882807,46.74568176269531,398.42100897932335
102,179.7404022216797,-29.79236602783203,14.874436788118455,70.00936580941648,1146736640.0,191.8999938964844,63.88471984863281,406.4947898291451
103,180.11483764648438,-30.19720458984375,10.81857892612529,56.88522068229101,1119917440.0,146.22579956054688,89.87525177001953,442.77181284116017
104,179.9007568359375,-30.058143615722656,14.093425268418844,56.33718149247218,1114069120.0,283.1088256835937,70.49248504638672,231.7216666652768
105,180.25099182128903,-30.097904205322266,20.23179341290785,61.355337504399714,1121130112.0,336.90740966796875,71.51315307617188,552.6698342335397
106,180.01246643066406,-29.91313934326172,12.353460391629293,64.704755709368,1121642752.0,47.92579650878906,19.547046661376957,205.9098175964517
107,180.05946350097656,-30.156951904296875,20.52250205967777,62.9475549048025,1118168192.0,15.97479248046875,52.20937728881836,428.0750203803412
108,179.89303588867188,-30.1809139251709,13.235958532765688,66.10363427221,1122342016.0,122.43567657470705,79.56310272216797,455.22693772507023
109,179.7996826171875,-30.154998779296875,14.317842236513714,62.92973137733507,1114982912.0,110.4009246826172,77.8367691040039,289.42140077568405
110,180.1407012939453,-30.085996627807617,13.573308310665343,84.57156331748453,1144381056.0,285.51483154296875,28.557579040527344,293.1716352487828
111,179.94346618652344,-30.09473991394043,12.999374053042214,71.33306357725434,1125282304.0,152.19419860839844,86.310302734375,537.7414265957311
112,179.818603515625,-29.9581298828125,12.882984112862996,69.2893735273307,1122175360.0,201.03761291503903,85.86997985839844,537.6003876700319
113,180.15576171875,-29.976659774780277,22.653867628185537,78.05359469673168,1126292480.0,197.83853149414065,73.01762390136719,583.9602890413975
114,179.8364715576172,-30.0403995513916,22.59452564344433,77.3503720735754,1122897536.0,14.56195068359375,54.18917465209961,456.7801966341584
